Title,Director,Stars,IMDb-Rating,Category,Duration,Censor-board-rating,Fecha_estreno,Contiene Sexo,Recaudación(en millones de dólares)
Manhattan,WoodyAllen,"WoodyAllen, DianeKeaton, MarielHemingway, MichaelMurphy",7.9,"Comedy,Drama,Romance",96min,NA,28/01/2005,TRUE,"118,769"
3 Idiots,RajkumarHirani,"AamirKhan, Madhavan, MonaSingh, SharmanJoshi",8.4,"Comedy,Drama",170min,UA,19/10/1995,FALSE,"16,472"
How to Train Your Dragon,"DeanDeBlois,",", JayBaruchel, GerardButler, ChristopherMintz-Plasse, CraigFerguson",8.1,"Animation,Action,Adventure",98min,U,09/07/1929,FALSE,"137,072"
WALL·E,AndrewStanton,"BenBurtt, ElissaKnight, JeffGarlin, FredWillard",8.4,"Animation,Adventure,Family",98min,U,23/07/1953,TRUE,"87,811"
Before Sunrise,RichardLinklater,"EthanHawke, JulieDelpy, AndreaEckert, HannoPöschl",8.1,"Drama,Romance",101min,UA,20/10/1978,TRUE,"15,879"
"Lock, Stock and Two Smoking Barrels",GuyRitchie,"JasonFlemyng, DexterFletcher, NickMoran, JasonStatham",8.2,"Action,Comedy,Crime",107min,A,15/11/1921,TRUE,"83,363"
Indiana Jones and the Last Crusade,StevenSpielberg,"HarrisonFord, SeanConnery, AlisonDoody, DenholmElliott",8.2,"Action,Adventure",127min,U,27/12/1947,TRUE,"276,93"
The Fugitive,AndrewDavis,"HarrisonFord, TommyLeeJones, SelaWard, JulianneMoore",7.8,"Action,Crime,Drama",130min,U,05/08/1907,TRUE,"83,538"
Who Framed Roger Rabbit,RobertZemeckis,"BobHoskins, ChristopherLloyd, JoannaCassidy, CharlesFleischer",7.7,"Animation,Adventure,Comedy",104min,U,26/05/1948,FALSE,"225,549"
Gone with the Wind,"VictorFleming,","SamWood, , ClarkGable, VivienLeigh, ThomasMitchell, ""BarbaraONeil""",8.2,"Drama,Romance,War",238min,U,13/11/1962,FALSE,"189,416"
Inside Man,SpikeLee,"DenzelWashington, CliveOwen, JodieFoster, ChristopherPlummer",7.6,"Crime,Drama,Mystery",129min,S,20/02/1912,FALSE,"52,207"
Saw,JamesWan,"CaryElwes, LeighWhannell, DannyGlover, KenLeung",7.6,"Horror,Mystery,Thriller",103min,A,08/12/1916,TRUE,"48,974"
Halloween,JohnCarpenter,"DonaldPleasence, JamieLeeCurtis, TonyMoran, NancyKyes",7.7,"Horror,Thriller",91min,A,11/03/2005,FALSE,"262,41"
Gattaca,AndrewNiccol,"EthanHawke, UmaThurman, JudeLaw, GoreVidal",7.8,"Drama,Sci-Fi,Thriller",106min,UA,06/02/2007,TRUE,"33,2"
The Deer Hunter,MichaelCimino,"RobertDeNiro, ChristopherWalken, JohnCazale, JohnSavage",8.1,"Drama,War",183min,A,08/09/1932,FALSE,"68,472"
Portrait de la jeune fille en feu,CélineSciamma,"NoémieMerlant, AdèleHaenel, LuànaBajrami, ValeriaGolino",8.1,"Drama,Romance",122min,S,20/07/1926,TRUE,"252,556"
Stardust,MatthewVaughn,"CharlieCox, ClaireDanes, SiennaMiller, IanMcKellen",7.6,"Adventure,Family,Fantasy",127min,U,16/08/1937,FALSE,"216,105"
RoboCop,PaulVerhoeven,"PeterWeller, NancyAllen, ""DanOHerlihy,"", RonnyCox",7.6,"Action,Crime,Sci-Fi",102min,UA,12/12/2008,TRUE,"64,588"
Despicable Me,"PierreCoffin,",", SteveCarell, JasonSegel, RussellBrand, JulieAndrews",7.6,"Animation,Adventure,Comedy",95min,U,29/06/1978,FALSE,"105,619"
Big Hero 6,"DonHall,",", RyanPotter, ScottAdsit, JamieChung, T.J.Miller",7.8,"Animation,Action,Adventure",102min,U,04/09/2005,FALSE,"99,34"
Tangled,"NathanGreno,",", MandyMoore, ZacharyLevi, DonnaMurphy, RonPerlman",7.7,"Animation,Adventure,Comedy",100min,U,06/02/1971,FALSE,"41,884"
Kung Fu Panda,"MarkOsborne,",", JackBlack, IanMcShane, AngelinaJolie, DustinHoffman",7.6,"Animation,Action,Adventure",92min,U,30/11/1971,FALSE,"208,869"
Wo hu cang long,AngLee,"ChowYun-Fat, MichelleYeoh, ZiyiZhang, ChangChen",7.9,"Action,Adventure,Drama",120min,UA,29/08/1905,FALSE,"50,573"
Changeling,ClintEastwood,"AngelinaJolie, ColmFeore, AmyRyan, GattlinGriffith",7.8,"Biography,Crime,Drama",141min,A,14/02/1942,TRUE,"259,7"
X: First Class,MatthewVaughn,"JamesMcAvoy, MichaelFassbender, JenniferLawrence, KevinBacon",7.7,"Action,Adventure,Sci-Fi",131min,UA,02/11/1954,FALSE,"236,39"
The Graduate,MikeNichols,"DustinHoffman, AnneBancroft, KatharineRoss, WilliamDaniels",8,"Comedy,Drama,Romance",106min,A,12/11/1922,TRUE,"210,732"
The Last of the Mohicans,MichaelMann,"DanielDay-Lewis, MadeleineStowe, RussellMeans, EricSchweig",7.7,"Action,Adventure,Drama",112min,UA,09/03/1950,TRUE,"225,216"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,StanleyKubrick,"PeterSellers, GeorgeC.Scott, SterlingHayden, KeenanWynn",8.4,"Comedy,War",95min,A,01/06/1986,TRUE,"7,641"
X-Men: Days of Future Past,BryanSinger,"PatrickStewart, IanMcKellen, HughJackman, JamesMcAvoy",7.9,"Action,Adventure,Sci-Fi",132min,UA,28/05/1953,TRUE,"286,396"
The Wild Bunch,SamPeckinpah,"WilliamHolden, ErnestBorgnine, RobertRyan, ""EdmondOBrien""",7.9,"Action,Adventure,Western",145min,A,25/04/2013,TRUE,"117,199"
Slumdog Millionaire,"DannyBoyle,",", DevPatel, FreidaPinto, SaurabhShukla, AnilKapoor",8,"Drama,Romance",120min,UA,21/09/1976,TRUE,"129,305"
Toy Story 3,LeeUnkrich,"TomHanks, TimAllen, JoanCusack, NedBeatty",8.3,"Animation,Adventure,Comedy",103min,U,20/05/1935,TRUE,"261,185"
Children of Men,AlfonsoCuarón,"JulianneMoore, CliveOwen, ChiwetelEjiofor, MichaelCaine",7.9,"Action,Drama,Sci-Fi",109min,A,24/03/1950,FALSE,"145,196"
Apollo 13,RonHoward,"TomHanks, BillPaxton, KevinBacon, GarySinise",7.7,"Adventure,Drama,History",140min,U,14/11/1938,TRUE,"289,433"
The Lives of Others,FlorianHenckelvonDonnersmarck,"UlrichMühe, MartinaGedeck, SebastianKoch, UlrichTukur",8.4,"Drama,Mystery,Thriller",137min,A,13/12/1967,TRUE,"35,518"
Man on Fire,TonyScott,"DenzelWashington, ChristopherWalken, DakotaFanning, RadhaMitchell",7.7,"Action,Crime,Drama",146min,UA,20/01/1942,TRUE,"283,074"
The Boondock Saints,TroyDuffy,"WillemDafoe, SeanPatrickFlanery, NormanReedus, DavidDellaRocco",7.7,"Action,Thriller",108min,A,08/09/2011,TRUE,"52,989"
Aladdin,"RonClements,",", ScottWeinger, RobinWilliams, LindaLarkin, JonathanFreeman",8,"Animation,Adventure,Comedy",90min,U,05/01/2007,FALSE,"142,644"
Lawrence of Arabia,DavidLean,"""PeterOToole,"", AlecGuinness, AnthonyQuinn, JackHawkins",8.3,"Adventure,Biography,Drama",218min,U,15/06/1918,FALSE,"113,979"
Spotlight,TomMcCarthy,"MarkRuffalo, MichaelKeaton, RachelMcAdams, LievSchreiber",8.1,"Biography,Crime,Drama",129min,A,12/10/1983,FALSE,"101,102"
Dark Waters,ToddHaynes,"MarkRuffalo, AnneHathaway, TimRobbins, BillPullman",7.6,"Biography,Drama,History",126min,A,09/05/1939,TRUE,"134,256"
American Gangster,RidleyScott,"DenzelWashington, RussellCrowe, ChiwetelEjiofor, JoshBrolin",7.8,"Biography,Crime,Drama",157min,A,08/08/1955,TRUE,"228,556"
The Bourne Identity,DougLiman,"FrankaPotente, MattDamon, ChrisCooper, CliveOwen",7.9,"Action,Mystery,Thriller",119min,UA,26/09/1960,FALSE,"119,048"
Remember the Titans,BoazYakin,"DenzelWashington, WillPatton, WoodHarris, RyanHurst",7.8,"Biography,Drama,Sport",113min,U,24/06/1953,FALSE,"177,761"
Road to Perdition,SamMendes,"TomHanks, TylerHoechlin, RobMaxey, LiamAiken",7.7,"Crime,Drama,Thriller",117min,A,23/12/1938,FALSE,"224,639"
The Machinist,BradAnderson,"ChristianBale, JenniferJasonLeigh, AitanaSánchez-Gijón, JohnSharian",7.7,"Drama,Thriller",101min,R,15/03/2012,FALSE,"276,585"
Coraline,HenrySelick,"DakotaFanning, TeriHatcher, JohnHodgman, JenniferSaunders",7.7,"Animation,Drama,Family",100min,U,06/11/1909,TRUE,"215,096"
The Blues Brothers,JohnLandis,"JohnBelushi, DanAykroyd, CabCalloway, JohnCandy",7.9,"Action,Adventure,Comedy",133min,U,13/05/1996,TRUE,"58,729"
Beauty and the Beast,"GaryTrousdale,",", ""PaigeOHara,"", RobbyBenson, JesseCorti, RexEverhart",8,"Animation,Family,Fantasy",84min,U,14/06/1925,TRUE,"6,994"
Blood Diamond,EdwardZwick,"LeonardoDiCaprio, DjimonHounsou, JenniferConnelly, KagisoKuypers",8,"Adventure,Drama,Thriller",143min,A,28/01/1960,TRUE,"298,901"
District 9,NeillBlomkamp,"SharltoCopley, DavidJames, JasonCope, NathalieBoltt",7.9,"Action,Sci-Fi,Thriller",112min,A,24/07/1906,FALSE,"167,095"
My Cousin Vinny,JonathanLynn,"JoePesci, MarisaTomei, RalphMacchio, MitchellWhitfield",7.6,"Comedy,Crime",120min,UA,01/04/1987,TRUE,"160,307"
Straight Outta Compton,F.GaryGray,"""OSheaJacksonJr.,"", CoreyHawkins, JasonMitchell, NeilBrownJr.",7.8,"Biography,Drama,History",147min,R,30/03/2006,FALSE,"123,993"
Incredibles 2,BradBird,"CraigT.Nelson, HollyHunter, SarahVowell, HuckMilner",7.6,"Animation,Action,Adventure",118min,UA,25/09/1987,TRUE,"114,662"
Doctor Zhivago,DavidLean,"OmarSharif, JulieChristie, GeraldineChaplin, RodSteiger",7.9,"Drama,Romance,War",197min,A,17/03/1992,FALSE,"88,107"
The Hobbit: The Desolation of Smaug,PeterJackson,"IanMcKellen, MartinFreeman, RichardArmitage, KenStott",7.8,"Adventure,Fantasy",161min,UA,10/04/1931,TRUE,"293,192"
Once Upon a Time in the West,SergioLeone,"HenryFonda, CharlesBronson, ClaudiaCardinale, JasonRobards",8.5,Western,165min,U,06/07/1908,TRUE,"200,305"
Million Dollar Baby,ClintEastwood,"HilarySwank, ClintEastwood, MorganFreeman, JayBaruchel",8.1,"Drama,Sport",132min,UA,17/09/1906,FALSE,"262,996"
Young Frankenstein,MelBrooks,"GeneWilder, MadelineKahn, MartyFeldman, PeterBoyle",8,Comedy,106min,A,26/01/1938,FALSE,"276,411"
The Fault in Our Stars,JoshBoone,"ShaileneWoodley, AnselElgort, NatWolff, LauraDern",7.7,"Drama,Romance",126min,UA,01/02/1981,FALSE,176
Primal Fear,GregoryHoblit,"RichardGere, LauraLinney, EdwardNorton, JohnMahoney",7.7,"Crime,Drama,Mystery",129min,A,11/11/1919,FALSE,"96,461"
Star Trek Into Darkness,J.J.Abrams,"ChrisPine, ZacharyQuinto, ZoeSaldana, BenedictCumberbatch",7.7,"Action,Adventure,Sci-Fi",132min,UA,01/09/1915,FALSE,"76,679"
Incendies,DenisVilleneuve,"LubnaAzabal, MélissaDésormeaux-Poulin, MaximGaudette, MustafaKamel",8.3,"Drama,Mystery",131min,S,24/09/1923,TRUE,"69,623"
Groundhog Day,HaroldRamis,"BillMurray, AndieMacDowell, ChrisElliott, StephenTobolowsky",8.1,"Comedy,Drama,Fantasy",101min,U,08/02/1940,FALSE,"73,18"
Crash,PaulHaggis,"DonCheadle, SandraBullock, ThandiweNewton, KarinaArroyave",7.8,"Crime,Drama,Thriller",112min,UA,02/10/1954,FALSE,"179,344"
Birdman or (The Unexpected Virtue of Ignorance),AlejandroG.Iñárritu,"MichaelKeaton, ZachGalifianakis, EdwardNorton, AndreaRiseborough",7.7,"Comedy,Drama",119min,A,26/05/1971,FALSE,"214,698"
Mononoke-hime,HayaoMiyazaki,"YôjiMatsuda, YurikoIshida, YûkoTanaka, BillyCrudup",8.4,"Animation,Adventure,Fantasy",134min,U,20/09/2017,TRUE,"225,731"
Hotaru no haka,IsaoTakahata,"TsutomuTatsumi, AyanoShiraishi, AkemiYamaguchi, YoshikoShinohara",8.5,"Animation,Drama,War",89min,U,01/05/1963,TRUE,"79,181"
As Good as It Gets,JamesL.Brooks,"JackNicholson, HelenHunt, GregKinnear, CubaGoodingJr.",7.7,"Comedy,Drama,Romance",139min,A,16/04/1902,FALSE,"61,212"
The Right Stuff,PhilipKaufman,"SamShepard, ScottGlenn, EdHarris, DennisQuaid",7.8,"Adventure,Biography,Drama",193min,UA,02/10/1953,TRUE,"45,114"
The Little Mermaid,"RonClements,",", JodiBenson, SamuelE.Wright, ReneAuberjonois, ChristopherDanielBarnes",7.6,"Animation,Adventure,Comedy",83min,U,01/05/1997,FALSE,"47,363"
Lost in Translation,SofiaCoppola,"BillMurray, ScarlettJohansson, GiovanniRibisi, AnnaFaris",7.7,"Comedy,Drama",102min,UA,26/06/1965,FALSE,"45,433"
Der Untergang,OliverHirschbiegel,"BrunoGanz, AlexandraMariaLara, UlrichMatthes, JulianeKöhler",8.2,"Biography,Drama,History",156min,R,29/12/1947,FALSE,"11,578"
Gran Torino,ClintEastwood,"ClintEastwood, BeeVang, ChristopherCarley, AhneyHer",8.1,Drama,116min,UA,06/05/2004,FALSE,"32,707"
Monty Python and the Holy Grail,"TerryGilliam,",", GrahamChapman, JohnCleese, EricIdle, TerryGilliam",8.2,"Adventure,Comedy,Fantasy",91min,U,15/11/1908,TRUE,"138,101"
Fa Yeung Nin Wah,Kar-WaiWong,"TonyChiu-WaiLeung, MaggieCheung, SiuPing-Lam, ""TungChoJoeCheung""",8,"Drama,Romance",98min,U,11/02/1952,TRUE,"237,46"
Shichinin no samurai,AkiraKurosawa,"ToshirôMifune, TakashiShimura, KeikoTsushima, YukikoShimazaki",8.6,"Action,Drama",207min,U,03/03/1902,FALSE,"168,352"
Eastern Promises,DavidCronenberg,"NaomiWatts, ViggoMortensen, ArminMueller-Stahl, JosefAltin",7.6,"Crime,Drama,Thriller",100min,R,03/05/1936,TRUE,"222,279"
This Is Spinal Tap,RobReiner,"RobReiner, MichaelMcKean, ChristopherGuest, KimberlyStringer",7.9,"Comedy,Music",82min,NA,20/06/1985,TRUE,"174,528"
Finding Neverland,MarcForster,"JohnnyDepp, KateWinslet, JulieChristie, RadhaMitchell",7.7,"Biography,Drama,Family",106min,U,21/05/1902,TRUE,"267,896"
The Lego Movie,"PhilLord,",", ChrisPratt, WillFerrell, ElizabethBanks, WillArnett",7.7,"Animation,Action,Adventure",100min,U,17/11/1961,FALSE,"281,783"
Manchester by the Sea,KennethLonergan,"CaseyAffleck, MichelleWilliams, KyleChandler, LucasHedges",7.8,Drama,137min,UA,06/02/1948,FALSE,"275,852"
Contratiempo,OriolPaulo,"MarioCasas, AnaWagener, JoseCoronado, BárbaraLennie",8,"Crime,Drama,Mystery",106min,UA,27/01/1954,FALSE,"55,552"
Deliverance,JohnBoorman,"JonVoight, BurtReynolds, NedBeatty, RonnyCox",7.7,"Adventure,Drama,Thriller",109min,U,29/10/1964,TRUE,"34,782"
True Grit,"EthanCoen,",", JeffBridges, MattDamon, HaileeSteinfeld, JoshBrolin",7.6,"Drama,Western",110min,UA,09/12/2015,TRUE,"262,233"
The Kings Speech,TomHooper,"ColinFirth, GeoffreyRush, HelenaBonhamCarter, DerekJacobi",8,"Biography,Drama,History",118min,U,13/02/1913,TRUE,"248,711"
The Trial of the Chicago 7,AaronSorkin,"EddieRedmayne, AlexSharp, SachaBaronCohen, JeremyStrong",7.7,"Drama,History,Thriller",129min,S,03/09/1965,FALSE,"153,994"
Serenity,JossWhedon,"NathanFillion, GinaTorres, ChiwetelEjiofor, AlanTudyk",7.8,"Action,Adventure,Sci-Fi",119min,A,24/08/2007,TRUE,"142,63"
Das Boot,WolfgangPetersen,"JürgenProchnow, HerbertGrönemeyer, KlausWennemann, HubertusBengsch",8.4,"Drama,War",149min,R,03/04/1979,FALSE,"81,957"
Hunt for the Wilderpeople,TaikaWaititi,"SamNeill, JulianDennison, RimaTeWiata, RachelHouse",7.8,"Adventure,Comedy,Drama",101min,UA,25/12/2010,FALSE,"244,104"
Kill Bill: Vol. 2,QuentinTarantino,"UmaThurman, DavidCarradine, MichaelMadsen, DarylHannah",8,"Action,Crime,Thriller",137min,A,30/03/1975,TRUE,"223,319"
Moon,DuncanJones,"SamRockwell, KevinSpacey, DominiqueMcElligott, RosieShaw",7.8,"Drama,Mystery,Sci-Fi",97min,R,13/03/1973,FALSE,"1,731"
Its a Wonderful Life,FrankCapra,"JamesStewart, DonnaReed, LionelBarrymore, ThomasMitchell",8.6,"Drama,Family,Fantasy",130min,PG,27/07/1995,TRUE,"295,905"
Misery,RobReiner,"JamesCaan, KathyBates, RichardFarnsworth, FrancesSternhagen",7.8,"Drama,Thriller",107min,A,29/07/1964,FALSE,"207,713"
Falling Down,JoelSchumacher,"MichaelDouglas, RobertDuvall, BarbaraHershey, RachelTicotin",7.6,"Action,Crime,Drama",113min,UA,13/11/1975,FALSE,"293,148"
Mary Poppins,RobertStevenson,"JulieAndrews, DickVanDyke, DavidTomlinson, GlynisJohns",7.8,"Comedy,Family,Fantasy",139min,U,29/03/1976,TRUE,"50,48"
Wonder,StephenChbosky,"JacobTremblay, OwenWilson, IzabelaVidovic, JuliaRoberts",7.9,"Drama,Family",113min,U,05/12/1919,FALSE,"242,268"
Capharnaüm,NadineLabaki,"ZainAlRafeea, YordanosShiferaw, BoluwatifeTreasureBankole, KawsarAlHaddad",8.4,Drama,126min,A,30/07/2005,TRUE,"167,102"
Raging Bull,MartinScorsese,"RobertDeNiro, CathyMoriarty, JoePesci, FrankVincent",8.2,"Biography,Drama,Sport",129min,A,01/04/1952,FALSE,"3,537"
Amores perros,AlejandroG.Iñárritu,"EmilioEchevarría, GaelGarcíaBernal, GoyaToledo, ÁlvaroGuerrero",8.1,"Drama,Thriller",154min,A,28/03/1976,FALSE,"194,575"
A Streetcar Named Desire,EliaKazan,"VivienLeigh, MarlonBrando, KimHunter, KarlMalden",7.9,Drama,122min,A,05/11/1938,TRUE,"126,181"
To Kill a Mockingbird,RobertMulligan,"GregoryPeck, JohnMegna, FrankOverton, RosemaryMurphy",8.3,"Crime,Drama",129min,U,28/10/1941,TRUE,"78,797"
The Royal Tenenbaums,WesAnderson,"GeneHackman, GwynethPaltrow, AnjelicaHuston, BenStiller",7.6,"Comedy,Drama",110min,A,26/02/1944,FALSE,"182,5"
Fantastic Mr. Fox,WesAnderson,"GeorgeClooney, MerylStreep, BillMurray, JasonSchwartzman",7.9,"Animation,Adventure,Comedy",87min,U,30/10/2003,TRUE,"97,773"
Ed Wood,TimBurton,"JohnnyDepp, MartinLandau, SarahJessicaParker, PatriciaArquette",7.8,"Biography,Comedy,Drama",127min,U,04/08/1983,TRUE,"203,639"
The Bridges of Madison County,ClintEastwood,"ClintEastwood, MerylStreep, AnnieCorley, VictorSlezak",7.6,"Drama,Romance",135min,A,08/03/1930,TRUE,"190,088"
Life of Pi,AngLee,"SurajSharma, IrrfanKhan, AdilHussain, Tabu",7.9,"Adventure,Drama,Fantasy",127min,U,01/08/1976,TRUE,"124,298"
Sense and Sensibility,AngLee,"EmmaThompson, KateWinslet, JamesFleet, TomWilkinson",7.7,"Drama,Romance",136min,U,19/10/1910,TRUE,"169,737"
Mulan,"TonyBancroft,",", Ming-NaWen, EddieMurphy, BDWong, MiguelFerrer",7.6,"Animation,Adventure,Comedy",88min,U,10/07/1989,FALSE,"284,384"
Dirty Harry,"DonSiegel,",", ClintEastwood, AndrewRobinson, HarryGuardino, ReniSantoni",7.7,"Action,Crime,Thriller",102min,A,04/04/1935,TRUE,"226,061"
Rosemarys Baby,RomanPolanski,"MiaFarrow, JohnCassavetes, RuthGordon, SidneyBlackmer",8,"Drama,Horror",137min,A,11/08/1902,TRUE,"82,106"
Star Trek II: The Wrath of Khan,NicholasMeyer,"WilliamShatner, LeonardNimoy, DeForestKelley, JamesDoohan",7.7,"Action,Adventure,Sci-Fi",113min,U,30/01/1947,FALSE,"140,34"
Gone Baby Gone,BenAffleck,"MorganFreeman, EdHarris, CaseyAffleck, MichelleMonaghan",7.6,"Crime,Drama,Mystery",114min,A,03/03/2014,TRUE,"295,25"
Wreck-It Ralph,RichMoore,"JohnC.Reilly, JackMcBrayer, JaneLynch, SarahSilverman",7.7,"Animation,Adventure,Comedy",101min,U,23/10/1905,FALSE,"115,514"
The Count of Monte Cristo,KevinReynolds,"JimCaviezel, GuyPearce, ChristopherAdamson, JBBlanc",7.7,"Action,Adventure,Drama",131min,UA,27/10/1978,TRUE,"166,771"
The Theory of Everything,JamesMarsh,"EddieRedmayne, FelicityJones, TomPrior, SophiePerry",7.7,"Biography,Drama,Romance",123min,U,18/12/1973,FALSE,"126,093"
The Pursuit of Happyness,GabrieleMuccino,"WillSmith, ThandiweNewton, JadenSmith, BrianHowe",8,"Biography,Drama",117min,U,20/10/1994,FALSE,"40,905"
Bãhubali: The Beginning,S.S.Rajamouli,"Prabhas, RanaDaggubati, AnushkaShetty, TamannaahBhatia",8,"Action,Drama",159min,UA,15/03/2007,FALSE,"58,026"
Rear Window,AlfredHitchcock,"JamesStewart, GraceKelly, WendellCorey, ThelmaRitter",8.5,"Mystery,Thriller",112min,U,01/10/1931,FALSE,"57,365"
3:10 to Yuma,JamesMangold,"RussellCrowe, ChristianBale, BenFoster, LoganLerman",7.7,"Action,Crime,Drama",122min,A,06/01/1944,TRUE,"193,564"
Ang-ma-reul bo-at-da,Jee-woonKim,"LeeByung-hun, ChoiMin-sik, JeonGook-hwan, Ho-jinChun",7.8,"Action,Crime,Drama",144min,A,07/07/1920,TRUE,"184,437"
Citizen Kane,OrsonWelles,"OrsonWelles, JosephCotten, DorothyComingore, AgnesMoorehead",8.3,"Drama,Mystery",119min,UA,08/01/1925,FALSE,"112,882"
Evil Dead II,SamRaimi,"BruceCampbell, SarahBerry, DanHicks, KassieWesleyDePaiva",7.7,"Comedy,Horror",84min,A,11/05/1939,TRUE,"220,633"
Lion,GarthDavis,"DevPatel, NicoleKidman, RooneyMara, SunnyPawar",8,"Biography,Drama",118min,U,04/06/1921,FALSE,"66,493"
The Great Escape,JohnSturges,"SteveMcQueen, JamesGarner, RichardAttenborough, CharlesBronson",8.2,"Adventure,Drama,History",172min,U,22/04/1959,FALSE,"20,262"
Dog Day Afternoon,SidneyLumet,"AlPacino, JohnCazale, PenelopeAllen, SullyBoyar",8,"Biography,Crime,Drama",125min,U,26/04/1938,FALSE,"170,989"
The Bridge on the River Kwai,DavidLean,"WilliamHolden, AlecGuinness, JackHawkins, SessueHayakawa",8.2,"Adventure,Drama,War",161min,U,17/11/1992,TRUE,"195,545"
The Dirty Dozen,RobertAldrich,"LeeMarvin, ErnestBorgnine, CharlesBronson, JohnCassavetes",7.7,"Action,Adventure,War",150min,U,28/09/2019,TRUE,"138,398"
Naked,MikeLeigh,"DavidThewlis, LesleySharp, KatrinCartlidge, GregCruttwell",7.7,"Comedy,Drama",131min,NA,22/04/1907,FALSE,"188,112"
Gravity,AlfonsoCuarón,"SandraBullock, GeorgeClooney, EdHarris, OrtoIgnatiussen",7.7,"Action,Drama,Sci-Fi",91min,UA,10/04/1976,FALSE,"42,684"
Scent of a Woman,MartinBrest,"AlPacino, ""ChrisODonnell,"", JamesRebhorn, GabrielleAnwar",8,Drama,156min,UA,27/10/1989,TRUE,"153,524"
Some Like It Hot,BillyWilder,"MarilynMonroe, TonyCurtis, JackLemmon, GeorgeRaft",8.2,"Comedy,Music,Romance",121min,U,09/02/1912,FALSE,"15,18"
North by Northwest,AlfredHitchcock,"CaryGrant, EvaMarieSaint, JamesMason, JessieRoyceLandis",8.3,"Action,Adventure,Mystery",136min,U,04/01/1968,TRUE,"287,334"
Lord of War,AndrewNiccol,"NicolasCage, EthanHawke, JaredLeto, BridgetMoynahan",7.6,"Crime,Drama",122min,All,07/08/1999,TRUE,"283,274"
Boyz n the Hood,JohnSingleton,"CubaGoodingJr., LaurenceFishburne, HudhailAl-Amir, LloydAveryII",7.8,"Crime,Drama",112min,A,24/11/1971,FALSE,"158,607"
Akira,KatsuhiroÔtomo,"MitsuoIwata, NozomuSasaki, MamiKoyama, TesshôGenda",8,"Animation,Action,Drama",124min,UA,05/01/1901,TRUE,"32,101"
The Boy in the Striped Pajamas,MarkHerman,"AsaButterfield, DavidThewlis, RupertFriend, ""ZacMattoonOBrien""",7.7,"Drama,War",94min,A,11/09/1947,FALSE,"81,182"
Brazil,TerryGilliam,"JonathanPryce, KimGreist, RobertDeNiro, KatherineHelmond",7.9,"Drama,Sci-Fi",132min,U,03/01/1917,TRUE,"292,742"
Planet of the Apes,FranklinJ.Schaffner,"CharltonHeston, RoddyMcDowall, KimHunter, MauriceEvans",8,"Adventure,Sci-Fi",112min,U,30/09/1990,TRUE,"159,981"
Mr. Nobody,JacoVanDormael,"JaredLeto, SarahPolley, DianeKruger, Linh-DanPham",7.8,"Drama,Fantasy,Romance",141min,R,19/08/1964,FALSE,"19,763"
The Ten Commandments,CecilB.DeMille,"CharltonHeston, YulBrynner, AnneBaxter, EdwardG.Robinson",7.9,"Adventure,Drama,Family",220min,U,16/06/2017,TRUE,"15,89"
The Naked Gun: From the Files of Police Squad!,DavidZucker,"LeslieNielsen, PriscillaPresley, O.J.Simpson, RicardoMontalban",7.6,"Comedy,Crime",85min,U,01/01/1946,FALSE,"276,66"
Mad Max 2,GeorgeMiller,"MelGibson, BruceSpence, MichaelPreston, MaxPhipps",7.6,"Action,Adventure,Sci-Fi",96min,UA,25/12/1980,FALSE,"24,011"
The Night of the Hunter,CharlesLaughton,"RobertMitchum, ShelleyWinters, LillianGish, JamesGleason",8,"Crime,Drama,Film-Noir",92min,A,26/01/1994,TRUE,"118,016"
Awakenings,PennyMarshall,"RobertDeNiro, RobinWilliams, JulieKavner, RuthNelson",7.8,"Biography,Drama",121min,U,10/03/1978,FALSE,"9,901"
Breakfast at Tiffanys,BlakeEdwards,"AudreyHepburn, GeorgePeppard, PatriciaNeal, BuddyEbsen",7.6,"Comedy,Drama,Romance",115min,A,08/07/1914,FALSE,"39,237"
Ben-Hur,WilliamWyler,"CharltonHeston, JackHawkins, StephenBoyd, HayaHarareet",8.1,"Adventure,Drama,History",212min,U,24/03/1963,TRUE,"239,332"
Vertigo,AlfredHitchcock,"JamesStewart, KimNovak, BarbaraBelGeddes, TomHelmore",8.3,"Mystery,Romance,Thriller",128min,A,30/09/1970,TRUE,"122,774"
Dark City,AlexProyas,"RufusSewell, KieferSutherland, JenniferConnelly, WilliamHurt",7.6,"Fantasy,Mystery,Sci-Fi",100min,A,21/01/1960,TRUE,"44,651"
All the Presidents Men,AlanJ.Pakula,"DustinHoffman, RobertRedford, JackWarden, MartinBalsam",7.9,"Drama,History,Thriller",138min,U,22/10/1932,TRUE,"7,739"
Singin in the Rain,"StanleyDonen,",", GeneKelly, ""DonaldOConnor,"", DebbieReynolds, JeanHagen",8.3,"Comedy,Musical,Romance",103min,G,05/10/1901,TRUE,"55,304"
A Bronx Tale,RobertDeNiro,"RobertDeNiro, ChazzPalminteri, LilloBrancato, FrancisCapra",7.8,"Crime,Drama",121min,R,15/06/1942,TRUE,"24,462"
Nuovo Cinema Paradiso,GiuseppeTornatore,"PhilippeNoiret, EnzoCannavale, AntonellaAttili, IsaDanieli",8.5,"Drama,Romance",155min,U,20/07/1934,TRUE,"295,814"
